"ID";"Datum";"Frage 1 - Den digital verein(t)-Workshop 'Künstliche Intelligenz (KI): Verstehen, Nutzen erkennen und anwenden' habe ich bereits besucht.";"Frage 2 - Nach dem digital verein(t) Workshop 'Künstliche Intelligenz (KI)' habe ich begonnen, KI-Anwendungen gezielt für meine Vereinsarbeit zu nutzen. - Ja";"Frage 2 - Nach dem digital verein(t) Workshop 'Künstliche Intelligenz (KI)' habe ich begonnen, KI-Anwendungen gezielt für meine Vereinsarbeit zu nutzen. - Nein";"Frage 2 - Nach dem digital verein(t) Workshop 'Künstliche Intelligenz (KI)' habe ich begonnen, KI-Anwendungen gezielt für meine Vereinsarbeit zu nutzen. - Ich habe bereits vor dem Workshop KI-Anwendungen genutzt.";"Frage 3 - Ich nutze KI-Anwendungen aktiv für unsere Vereinsarbeit.";"Frage 4 - In den folgenden Bereichen nutzen ich KI-Anwendungen für meine Vereinsarbeit aktiv: - Kommunikation (z.B. E-Mail-Management, Chatbots)";"Frage 4 - In den folgenden Bereichen nutzen ich KI-Anwendungen für meine Vereinsarbeit aktiv: - Verwaltung (z.B. Mitgliederverwaltung, Buchhaltung)";"Frage 4 - In den folgenden Bereichen nutzen ich KI-Anwendungen für meine Vereinsarbeit aktiv: - Öffentlichkeitsarbeit (z.B. Social Media, Content-Erstellung allgemein)";"Frage 4 - In den folgenden Bereichen nutzen ich KI-Anwendungen für meine Vereinsarbeit aktiv: - Veranstaltungsmanagement";"Frage 4 - In den folgenden Bereichen nutzen ich KI-Anwendungen für meine Vereinsarbeit aktiv: - Fundraising";"Frage 4 - In den folgenden Bereichen nutzen ich KI-Anwendungen für meine Vereinsarbeit aktiv: - Datenanalyse und Berichterstattung";"Frage 4 - In den folgenden Bereichen nutzen ich KI-Anwendungen für meine Vereinsarbeit aktiv: - Sonstiges und zwar:";"Frage 4 - Eingabe für Sonstiges und zwar:";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Datenschutzbedenken";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Hohe Kosten";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Mangelndes Know-how";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Technische Schwierigkeiten bei der Umsetzung";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Skepsis von Mitgliedern und Mitarbeitenden";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Ethische Bedenken";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Kosten-Nutzen-Relation zu schlecht";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Schwierigkeiten, die richtigen KI-Anwendungen zu finden";"Frage 5 - Folgende Herausforderungen sehe ich bei der aktiven Nutzung von KI-Anwendungen für die Vereinsarbeit? (Pflichtfrage) - Sonstiges und zwar:";"Frage 5 - Eingabe für Sonstiges und zwar:";"Frage 6 - Ich nutze KI für meine Vereinsarbeit ...";"Frage 7 - Der Nutzen von KI-Anwendungen für die Vereinsarbeit ist...";"Frage 8 - Meiner Meinung nach ermöglicht die Nutzung von KI in der Vereinsarbeit... - Effizienzsteigerung";"Frage 8 - Meiner Meinung nach ermöglicht die Nutzung von KI in der Vereinsarbeit... - Zeitersparnis";"Frage 8 - Meiner Meinung nach ermöglicht die Nutzung von KI in der Vereinsarbeit... - Bessere Kommunikation und Erreichbarkeit für Mitglieder";"Frage 8 - Meiner Meinung nach ermöglicht die Nutzung von KI in der Vereinsarbeit... - Mehr Transparenz in der Vereinsarbeit";"Frage 8 - Meiner Meinung nach ermöglicht die Nutzung von KI in der Vereinsarbeit... - Erleichterung der Entscheidungsfindung durch Datenanalyse";"Frage 8 - Meiner Meinung nach ermöglicht die Nutzung von KI in der Vereinsarbeit... - Professionalisierung der Vereinsarbeit";"Frage 8 - Meiner Meinung nach ermöglicht die Nutzung von KI in der Vereinsarbeit... - Sonstiges und zwar:";"Frage 8 - Eingabefeld von Meiner Meinung nach ermöglicht die Nutzung von KI in der Vereinsarbeit... - Sonstiges und zwar:";"Frage 9 - Deine Gesamteinschätzung zu KI-Anwendungen im Verein: Hype oder Mehrwert für das Ehrenamt?";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - ChatGPT (kostenlose Version)";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - ChatGPT (kostenpflichtige Version)";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Microsoft Copilot";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Perplexity";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Claude";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Hugging Face";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Gemini (Google)";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - KI-Bildgeneratoren (z.B.: Midjourney, Canva)";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Vereinssoftware mit KI-Funktionen (z.B.: Clubdesk, Campai, Lexoffice)";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - KI-gestützte E-Mail-Marketing-Tools";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - KI für Social Media Management (z.B.: Hootsuite, Buffer)";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - KI basierte Übersetzungstools (z.B.: DeepL)";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Sprachassistenten (z.B.: Alexa)";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Eigene KI-Lösungen oder -Integrationen und zwar";"Frage 10 - Folgende KI-Anwendungen nutze ich aktiv für meine Vereinsarbeit? - Sonstige und zwar:";"Frage 10 - Eingabe für Eigene KI-Lösungen oder -Integrationen und zwar";"Frage 10 - Eingabe für Sonstige und zwar:";"Frage 11 - Welche KI-Anwendung empfiehlst du dringend anderen Vereinen und wieso?";"Frage 12 - Folgende Werte sind für mich bei der Nutzung von KI-Anwendungen besonders wichtig (Pflichtfrage): - Transparenz (Nachvollziehbarkeit der Entscheidungen und Prozesse der KI)";"Frage 12 - Folgende Werte sind für mich bei der Nutzung von KI-Anwendungen besonders wichtig (Pflichtfrage): - Sicherheit (Schutz der persönlichen Daten von Mitgliedern)";"Frage 12 - Folgende Werte sind für mich bei der Nutzung von KI-Anwendungen besonders wichtig (Pflichtfrage): - Fairness (keine Diskriminierung oder Benachteiligung durch KI)";"Frage 12 - Folgende Werte sind für mich bei der Nutzung von KI-Anwendungen besonders wichtig (Pflichtfrage): - Vertrauen (KI sollte zuverlässig und verständlich sein)";"Frage 12 - Folgende Werte sind für mich bei der Nutzung von KI-Anwendungen besonders wichtig (Pflichtfrage): - Autonomie (KI sollte unterstützen, aber nicht die Kontrolle übernehmen)";"Frage 12 - Folgende Werte sind für mich bei der Nutzung von KI-Anwendungen besonders wichtig (Pflichtfrage): - Soziales Miteinander (Berücksichtigung der Auswirkungen auf die Gemeinschaft)";"Frage 12 - Folgende Werte sind für mich bei der Nutzung von KI-Anwendungen besonders wichtig (Pflichtfrage): - Sonstiges und zwar";"Frage 12 - Eingabe für Sonstiges und zwar";"Frage 13 - Wie wirkt sich KI auf den sozialen Zusammenhalt im Verein aus?";"Frage 14 - Wie wirkt sich KI auf die Werte deines Vereins aus?";"Frage 15 - Offene Frage: Wenn du einem Entwickler von KI etwas mit auf den Weg geben könntest, was wäre es? Was denkst du, sollte man bei der Entwicklung von KI-Anwendungen besonders berücksichtigen?";"Frage 16 - Worin soll dich KI unterstützen? - Automatisierung von Verwaltungsarbeit";"Frage 16 - Worin soll dich KI unterstützen? - Datenanalyse und Auswertung (z.B. Trends)";"Frage 16 - Worin soll dich KI unterstützen? - Mitgliedergewinnung durch Marketing";"Frage 16 - Worin soll dich KI unterstützen? - Beantworten von Fragen durch Chatbots";"Frage 16 - Worin soll dich KI unterstützen? - Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"Frage 16 - Worin soll dich KI unterstützen? - Feedback-Analyse (z.B. Mitgliederzufriedenheit)";"Frage 16 - Worin soll dich KI unterstützen? - Schulung von Mitgliedern (z.B. E-Learning)";"Frage 17 - Wie hoch ist der Bedarf an KI in deiner Vereinsarbeit?";"Frage 18 - Was brauchst du, um KI in deiner Vereinsarbeit aktiv zu nutzen? (Pflichtfrage) - Schulungen & Workshops";"Frage 18 - Was brauchst du, um KI in deiner Vereinsarbeit aktiv zu nutzen? (Pflichtfrage) - Coaching & Begleitung";"Frage 18 - Was brauchst du, um KI in deiner Vereinsarbeit aktiv zu nutzen? (Pflichtfrage) - Finanziell Förderung";"Frage 18 - Was brauchst du, um KI in deiner Vereinsarbeit aktiv zu nutzen? (Pflichtfrage) - Technische Unterstützung";"Frage 18 - Was brauchst du, um KI in deiner Vereinsarbeit aktiv zu nutzen? (Pflichtfrage) - Ethische und rechtliche Sicherheit (&Beratung)";"Frage 18 - Was brauchst du, um KI in deiner Vereinsarbeit aktiv zu nutzen? (Pflichtfrage) - Zugang zu KI-Tools";"Frage 18 - Was brauchst du, um KI in deiner Vereinsarbeit aktiv zu nutzen? (Pflichtfrage) - Offenheit & Interesse";"Frage 18 - Was brauchst du, um KI in deiner Vereinsarbeit aktiv zu nutzen? (Pflichtfrage) - Sonstiges:";"Frage 18 - Eingabe für Sonstiges:";"Frage 19 - Was wünscht du dir von digital verein(t)?";"ist anonym";"abgeschlossen";"beendet";"Beantwortungsdauer (in s)";"Antwort-Quote";"Sprache";"Startzeit";"Endzeit";"Laufzeit";"Dauer für Seite 1 (in s)";"Dauer für Seite 2 (in s)";"Dauer für Seite 3 (in s)"
"16";"2024-10-25";"Ja, na klar!";"";"";"Ich habe bereits vor dem Workshop KI-Anwendungen genutzt.";"";"";"";"Öffentlichkeitsarbeit (z.B. Social Media, Content-Erstellung allgemein)";"";"";"";"Sonstiges und zwar:";"Programmierung der Webseite";"1";"5";"2";"6";"3";"7";"8";"4";"9";"";"24";"23";"87";"100";"0";"22";"20";"79";"";"";"18";"ChatGPT (kostenlose Version)";"";"Microsoft Copilot";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"1";"4";"5";"2";"6";"7";"";"50";"50";"Transparenz, wie es zu der Entscheidung kam";"";"Datenanalyse und Auswertung (z.B. Trends)";"";"";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"";"";"24";"1";"3";"6";"5";"7";"4";"2";"8";"";"";"1";"1";"1";"412,5";"84,21%";"de";"10/25/2024";"10/25/2024";" 00:06:53";"136";"130";"147"
"17";"2024-10-25";"Nein, bisher nicht.";"";"";"";"Ja";"";"";"Öffentlichkeitsarbeit (z.B. Social Media, Content-Erstellung allgemein)";"";"";"";"Sonstiges und zwar:";"Recherchen";"2";"6";"7";"8";"3";"1";"4";"5";"9";"";"10";"5";"35";"60";"1";"1";"35";"35";"";"";"20";"ChatGPT (kostenlose Version)";"";"Microsoft Copilot";"";"";"";"Gemini (Google)";"KI-Bildgeneratoren (z.B.: Midjourney, Canva)";"";"";"";"";"";"";"";"";"";"";"2";"3";"5";"1";"6";"4";"7";"";"50";"50";"";"Automatisierung von Verwaltungsarbeit";"";"";"Beantworten von Fragen durch Chatbots";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"";"";"10";"4";"5";"3";"6";"1";"2";"7";"8";"";"";"1";"1";"1";"707,92";"78,95%";"de";"10/25/2024";"10/25/2024";" 00:11:48";"518";"82";"108"
"18";"2024-10-25";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"5";"6";"1";"2";"4";"7";"8";"3";"9";"";"";"25";"26";"";"42";"34";"31";"30";"";"";"29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"5";"6";"3";"2";"4";"7";"";"36";"50";"Faurness, keine falschen Behauptungen und Aussagen.";"Automatisierung von Verwaltungsarbeit";"";"Mitgliedergewinnung durch Marketing ";"";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"";"";"25";"2";"4";"7";"3";"5";"1";"6";"8";"";".";"1";"1";"1";"1016,57";"73,68%";"de";"10/25/2024";"10/25/2024";" 00:16:57";"812";"129";"75"
"19";"2024-10-25";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"7";"6";"1";"5";"2";"8";"4";"3";"9";"";"";"70";"70";"60";"20";"30";"100";"71";"";"";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"6";"2";"3";"5";"1";"7";"";"50";"50";"Einfache verständliche Bedienung";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"";"";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"Feedback-Analyse (z.B. Mitgliederzufriedenheit)";"Schulung von Mitgliedern (z.B. E-Learning)";"65";"3";"4";"5";"6";"7";"2";"1";"8";"";"";"1";"1";"1";"346,77";"68,42%";"de";"10/25/2024";"10/25/2024";" 00:05:47";"164";"106";"77"
"20";"2024-10-25";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"4";"5";"1";"2";"3";"6";"7";"8";"9";"";"";"0";"";"";"";"";"";"2";"";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"5";"6";"2";"3";"7";"";"13";"18";"mir fällt nichts ein, weil ich das nicht brauche";"";"";"";"";"";"";"";"0";"1";"2";"3";"4";"5";"6";"7";"8";"nichts";"nichts";"1";"1";"1";"395,67";"68,42%";"de";"10/25/2024";"10/25/2024";" 00:06:36";"193";"114";"89"
"21";"2024-10-25";"Ja, na klar!";"";"Nein";"";"";"";"";"";"";"";"";"";"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"1";"3";"2";"5";"6";"7";"";"50";"50";"";"Automatisierung von Verwaltungsarbeit";"";"";"Beantworten von Fragen durch Chatbots";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"";"";"20";"1";"2";"6";"4";"7";"5";"3";"8";"";"";"1";"1";"1";"466,04";"57,89%";"de";"10/25/2024";"10/25/2024";" 00:07:47";"213";"103";"150"
"25";"2024-10-25";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"3";"4";"1";"5";"6";"7";"8";"2";"9";"";"";"50";"63";"61";"10";"23";"56";"60";"";"";"49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"4";"2";"1";"5";"6";"7";"";"28";"50";"mehr Information";"Automatisierung von Verwaltungsarbeit";"";"Mitgliedergewinnung durch Marketing ";"";"";"";"";"24";"1";"3";"4";"5";"6";"2";"7";"8";"";"";"1";"1";"1";"353,95";"68,42%";"de";"10/25/2024";"10/25/2024";" 00:05:54";"173";"73";"108"
"26";"2024-10-25";"Ja, na klar!";"Ja";"";"Ich habe bereits vor dem Workshop KI-Anwendungen genutzt.";"";"";"";"";"";"";"";"Sonstiges und zwar:";"Pressemiteilungen";"8";"2";"3";"4";"7";"6";"5";"1";"9";"";"14";"22";"24";"71";"14";"9";"25";"22";"";"";"21";"ChatGPT (kostenlose Version)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kommt wohl auf den Verein an.";"2";"3";"4";"5";"1";"6";"7";"";"47";"50";"";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"Mitgliedergewinnung durch Marketing ";"";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"";"";"16";"2";"3";"1";"4";"7";"5";"6";"8";"";"";"1";"1";"1";"524,06";"84,21%";"de";"10/25/2024";"10/25/2024";" 00:08:45";"314";"62";"148"
"30";"2024-10-25";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"1";"4";"2";"6";"3";"7";"8";"5";"9";"";"";"10";"";"29";"0";"0";"11";"0";"";"";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"1";"6";"4";"2";"3";"7";"";"14";"20";"";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"";"";"";"";"";"15";"1";"2";"3";"4";"5";"6";"7";"8";"";"";"1";"1";"1";"231,72";"63,16%";"de";"10/25/2024";"10/25/2024";" 00:03:52";"127";"56";"49"
"32";"2024-10-25";"Ja, na klar!";"";"Nein";"";"";"";"";"";"";"";"";"";"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"ich sehe keine Anwendung";"";"0";"0";"0";"0";"0";"0";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"6";"5";"2";"3";"7";"";"50";"50";"";"";"";"";"";"";"";"";"0";"1";"2";"3";"4";"5";"6";"7";"8";"";"";"1";"1";"1";"1105,62";"57,89%";"de";"10/25/2024";"10/25/2024";" 00:18:26";"402";"90";"614"
"33";"2024-10-25";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"4";"2";"8";"6";"5";"3";"1";"7";"9";"";"";"30";"40";"60";"25";"40";"30";"25";"";"";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"1";"6";"5";"3";"2";"7";"";"29";"34";"";"";"";"";"";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"";"";"11";"6";"4";"3";"7";"2";"5";"1";"8";"";"";"1";"1";"1";"224,08";"63,16%";"de";"10/25/2024";"10/25/2024";" 00:03:45";"129";"40";"56"
"35";"2024-10-25";"Ja, na klar!";"Ja";"";"";"";"";"";"Öffentlichkeitsarbeit (z.B. Social Media, Content-Erstellung allgemein)";"";"";"";"";"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"";"15";"50";"60";"75";"";"";"70";"70";"";"";"60";"";"";"Microsoft Copilot";"";"";"";"";"";"";"";"";"KI basierte Übersetzungstools (z.B.: DeepL)";"";"";"";"";"";"";"6";"1";"4";"3";"2";"5";"7";"";"50";"50";"";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"Mitgliedergewinnung durch Marketing ";"Beantworten von Fragen durch Chatbots";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"Feedback-Analyse (z.B. Mitgliederzufriedenheit)";"Schulung von Mitgliedern (z.B. E-Learning)";"70";"6";"7";"4";"5";"1";"3";"2";"8";"";"";"1";"1";"1";"1139,24";"78,95%";"de";"10/25/2024";"10/25/2024";" 00:19:00";"1003";"67";"69"
"36";"2024-10-25";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"keine Ahnung, wo mich KI in der Vereinsarbeit unterstützen könnte";"";"5";"30";"40";"10";"25";"0";"10";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"5";"2";"3";"6";"7";"";"20";"20";"";"Automatisierung von Verwaltungsarbeit";"";"";"";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"";"";"20";"4";"5";"7";"6";"2";"3";"1";"8";"";"";"1";"1";"1";"216,57";"63,16%";"de";"10/25/2024";"10/25/2024";" 00:03:37";"103";"61";"52"
"37";"2024-10-25";"Ja, na klar!";"";"";"";"";"";"";"";"";"";"";"";"";"2";"4";"1";"5";"3";"8";"7";"6";"9";"";"";"80";"80";"80";"84";"87";"";"";"";"";"78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"3";"4";"5";"6";"7";"";"49";"49";"";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"Mitgliedergewinnung durch Marketing ";"Beantworten von Fragen durch Chatbots";"";"";"";"74";"1";"2";"3";"4";"5";"6";"7";"8";"";"";"1";"1";"1";"123,61";"57,89%";"de";"10/25/2024";"10/25/2024";" 00:02:04";"80";"23";"21"
"38";"2024-10-26";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"";"";"0";"14";"15";"88";"13";"89";"";"";"";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"3";"4";"5";"6";"7";"";"14";"13";"";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"";"";"";"";"Schulung von Mitgliedern (z.B. E-Learning)";"6";"1";"5";"6";"3";"7";"4";"2";"8";"";"";"1";"1";"1";"435,48";"63,16%";"de";"10/26/2024";"10/26/2024";" 00:07:16";"207";"84";"144"
"39";"2024-10-26";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"5";"6";"1";"2";"3";"7";"8";"4";"9";"";"";"57";"67";"71";"77";"78";"82";"84";"";"";"65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"3";"4";"5";"6";"7";"";"50";"50";"";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"Mitgliedergewinnung durch Marketing ";"";"";"";"Schulung von Mitgliedern (z.B. E-Learning)";"";"2";"5";"6";"1";"7";"4";"3";"8";"";"";"1";"1";"1";"324,85";"57,89%";"de";"10/26/2024";"10/26/2024";" 00:05:25";"196";"38";"91"
"40";"2024-10-26";"Ja, na klar!";"";"";"Ich habe bereits vor dem Workshop KI-Anwendungen genutzt.";"";"Kommunikation (z.B. E-Mail-Management, Chatbots)";"";"Öffentlichkeitsarbeit (z.B. Social Media, Content-Erstellung allgemein)";"Veranstaltungsmanagement";"";"";"Sonstiges und zwar:";"Kunsterstellung in unserem Kunstverein";"7";"1";"8";"5";"4";"6";"2";"3";"9";"Da wir einen Informatiker mit vorzüglichem KI Know how im Verein haben, gibt es keinerlei technische Hindernisse.";"50";"70";"70";"70";"30";"10";"75";"10";"";"";"40";"ChatGPT (kostenlose Version)";"";"Microsoft Copilot";"";"";"";"";"KI-Bildgeneratoren (z.B.: Midjourney, Canva)";"";"KI-gestützte E-Mail-Marketing-Tools";"KI für Social Media Management (z.B.: Hootsuite, Buffer)";"KI basierte Übersetzungstools (z.B.: DeepL)";"";"Eigene KI-Lösungen oder -Integrationen und zwar";"";"Hat unser KI Mitglied selber programmiert.";"";"Das kann man nicht pauschal beantworten. Jeder Verein hat seine ganz speziellen Eigenheiten. Jedenfalls sollte er Veranstaltungen planen und und ein höhere Erreichbarkeit und Sichtbarkeit haben wollen, sollte er doch die Web-App unseres KI Mitglieds nutzen: www.vialinked.com";"1";"5";"4";"6";"3";"2";"7";"Ich finde die Frage lustig. Gehen sie doch einmal in ein Call-Center, oder in die Logistik z.B.UPS. Dort sehen sie sehr schnell was Kontrolle und Vertrauen Mittel KI heißt. Und das ist Realität.";"50";"50";"Es wird immer mehr KI in Waffensystemen genutzt. Dies ist technisch total interessant. Ein Entwickler kann sich hier richtig „austoben“. In der Nähe von Schrobenhausen werden die Taurus Marschflugkörper mit Bilderkennender Zieleinrichtung gebaut, die auf KI beruht. Ich möchte die Frage zurückgeben. Soll der Entwickler die Finger davon lassen?";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"Mitgliedergewinnung durch Marketing ";"Beantworten von Fragen durch Chatbots";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"Feedback-Analyse (z.B. Mitgliederzufriedenheit)";"Schulung von Mitgliedern (z.B. E-Learning)";"21";"1";"2";"3";"4";"5";"7";"6";"8";"Die Themen und Reihenfolgen sind nicht relevant.";"Wir kennen euch überhaupt nicht, von da her wissen wir gar nicht was wir erwarten können?";"1";"1";"1";"1388,83";"94,74%";"de";"10/26/2024";"10/26/2024";" 00:23:09";"718";"549";"122"
"42";"2024-10-26";"Ja, na klar!";"";"Nein";"";"";"";"";"";"";"";"";"";"";"1";"3";"5";"6";"4";"7";"8";"2";"9";"";"";"";"70";"77";"34";"";"65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"4";"3";"5";"1";"6";"7";"";"56";"41";"";"Automatisierung von Verwaltungsarbeit";"";"";"";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"Feedback-Analyse (z.B. Mitgliederzufriedenheit)";"";"50";"7";"3";"5";"4";"1";"6";"2";"8";"";"";"1";"1";"1";"271,12";"52,63%";"de";"10/26/2024";"10/26/2024";" 00:04:32";"124";"69";"78"
"43";"2024-10-27";"Nein, bisher nicht.";"";"";"";"Ja";"Kommunikation (z.B. E-Mail-Management, Chatbots)";"";"Öffentlichkeitsarbeit (z.B. Social Media, Content-Erstellung allgemein)";"Veranstaltungsmanagement";"";"";"Sonstiges und zwar:";"Onboarding Prozess, Prozess-Beschreibungen in der operativen Arbeit, Förderanträge";"1";"2";"3";"8";"4";"5";"7";"6";"9";"";"70";"80";"80";"80";"85";"67";"89";"86";"";"";"85";"ChatGPT (kostenlose Version)";"ChatGPT (kostenpflichtige Version)";"";"Perplexity";"Claude";"";"Gemini (Google)";"KI-Bildgeneratoren (z.B.: Midjourney, Canva)";"";"";"";"KI basierte Übersetzungstools (z.B.: DeepL)";"";"";"";"";"";"";"2";"1";"3";"4";"6";"5";"7";"";"56";"50";"Die Zivilgesellschaft besser zu verstehen und beim Training besser berücksichtigen";"Automatisierung von Verwaltungsarbeit";"Datenanalyse und Auswertung (z.B. Trends)";"Mitgliedergewinnung durch Marketing ";"Beantworten von Fragen durch Chatbots";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"Feedback-Analyse (z.B. Mitgliederzufriedenheit)";"Schulung von Mitgliedern (z.B. E-Learning)";"80";"5";"4";"1";"6";"3";"2";"7";"8";"";"";"1";"1";"1";"461,77";"84,21%";"de";"10/27/2024";"10/27/2024";" 00:07:42";"303";"89";"69"
"44";"2024-10-27";"Nein, bisher nicht.";"";"";"";"Nein";"";"";"";"";"";"";"";"";"1";"8";"2";"3";"9";"4";"5";"6";"7";"";"";"54";"57";"57";"59";"66";"29";"62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"5";"3";"6";"4";"7";"";"44";"44";"";"";"";"Mitgliedergewinnung durch Marketing ";"";"Planung und Organisation von Veranstaltungen (z.B. Einladungen)";"";"";"22";"1";"3";"4";"2";"5";"6";"7";"8";"";"";"1";"1";"1";"371,56";"57,89%";"de";"10/27/2024";"10/27/2024";" 00:06:12";"174";"102";"95"
